iter	MultiClass
402	0.2234280711
403	0.2229883712
404	0.2224711025
405	0.2221759229
406	0.2215898101
407	0.2211096494
408	0.2206638552
409	0.2201278592
410	0.2195185081
411	0.2190971981
412	0.2189370621
413	0.2185145539
414	0.2180801409
415	0.2175283203
416	0.2171124356
417	0.2165772916
418	0.216037297
419	0.2154500781
420	0.2147853545
421	0.2142999013
422	0.2139678765
423	0.2134206419
424	0.2130117459
425	0.2123244848
426	0.2118152134
427	0.2114547535
428	0.2108974438
429	0.2104685774
430	0.2100885517
431	0.2094542574
432	0.2087318922
433	0.2083903024
434	0.2078418297
435	0.2074881184
436	0.2069530898
437	0.2063295861
438	0.2058052472
439	0.2055093135
440	0.204964191
441	0.2044044776
442	0.2039905544
443	0.2036474352
444	0.2030422472
445	0.202567661
446	0.2020699529
447	0.2018736194
448	0.2013392389
449	0.2010064774
450	0.2005100056
451	0.2001964855
452	0.1998002438
453	0.199339392
454	0.1991782332
455	0.1988040938
456	0.1983210241
457	0.1978379772
458	0.1975896553
459	0.1971572589
460	0.1965990619
461	0.1961429918
462	0.1954831413
463	0.1951788225
464	0.1948276639
465	0.194366918
466	0.1938875467
467	0.1932073878
468	0.1930005268
469	0.1925122227
470	0.1921415365
471	0.1916997716
472	0.1913041926
473	0.1908219284
474	0.1906171195
475	0.1901647687
476	0.1898758421
477	0.1895862393
478	0.1892348576
479	0.188877176
480	0.1886124106
481	0.1881265672
482	0.1877797785
483	0.187483841
484	0.1870636734
485	0.1866431804
486	0.1862453151
487	0.1859177068
488	0.1854658192
489	0.185124903
490	0.1848924082
491	0.1845854486
492	0.1843497361
493	0.1839248482
494	0.1835758239
495	0.1831605665
496	0.1828425463
497	0.1823421262
498	0.1820006676
499	0.1817083134
500	0.1813257682
501	0.1809052484
502	0.1805440946
503	0.1803171379
504	0.1801399638
505	0.1797360269
506	0.1792029863
507	0.1789543879
508	0.1786599561
509	0.178227041
510	0.1777297872
511	0.1775329795
512	0.177016624
513	0.1766225291
514	0.17636344
515	0.175990427
516	0.1754808046
517	0.1751268535
518	0.174920344
519	0.1745737394
520	0.1741473741
521	0.1738631799
522	0.1735524164
523	0.1732718862
524	0.1728658281
525	0.1724150675
526	0.1721194719
527	0.1718466719
528	0.171396684
529	0.1711044498
530	0.1708175057
531	0.170381599
532	0.1700624472
533	0.169727792
534	0.1694260792
535	0.1691173185
536	0.1689084925
537	0.1686752653
538	0.1683783279
539	0.1678709438
540	0.1674959646
541	0.167248589
542	0.1670503823
543	0.1668863107
544	0.1666213953
545	0.1662850049
546	0.1657706126
547	0.1654531406
548	0.165304884
549	0.1649571288
550	0.1645286254
551	0.164184978
552	0.1639555507
553	0.1637788063
554	0.1635216434
555	0.1631717719
556	0.1629741813
557	0.1627375862
558	0.1625028038
559	0.162155525
560	0.1619482603
561	0.1617286189
562	0.1613681815
563	0.1612205277
564	0.1609360882
565	0.1607400812
566	0.1605870132
567	0.1604307412
568	0.1601024073
569	0.1598374566
570	0.159601533
571	0.159226973
572	0.1591444997
573	0.1588771018
574	0.158626421
575	0.1583463709
576	0.1580106499
577	0.1577623793
578	0.1574435274
579	0.1572041939
580	0.1569015813
581	0.1566606783
582	0.1564958222
583	0.1561736468
584	0.1559970412
585	0.1556542239
586	0.1553368048
587	0.1550528136
588	0.1546746718
589	0.154476578
590	0.1541617483
591	0.1537996544
592	0.1534707958
593	0.1532150411
594	0.1529391201
595	0.1528159388
596	0.1525501726
597	0.1522920145
598	0.1520438671
599	0.1517945512
600	0.1515320317
601	0.1511680302
602	0.150924494
603	0.150555374
604	0.1502479791
605	0.149994543
606	0.1498456995
607	0.1495703785
608	0.1492553586
609	0.1490700255
610	0.1487901098
611	0.1485799621
612	0.1484349779
613	0.1481635211
614	0.1477660089
615	0.1474200022
616	0.1472202833
617	0.147011307
618	0.1466893343
619	0.1463351105
620	0.1461222321
621	0.1457737265
622	0.145519947
623	0.1453323984
624	0.145129663
625	0.144950701
626	0.1447522922
627	0.1445688556
628	0.1442126696
629	0.1438601539
630	0.1435092107
631	0.1433620769
632	0.1431736595
633	0.1428636281
634	0.1426076106
635	0.1422690455
636	0.1420031722
637	0.1417594005
638	0.1415245986
639	0.1412728718
640	0.1411146081
641	0.1409019571
642	0.1406709823
643	0.1404655837
644	0.140237809
645	0.1400464321
646	0.1398964236
647	0.1397267355
648	0.1393870736
649	0.1392244066
650	0.1390785424
651	0.1388562396
652	0.1386118288
653	0.1383420503
654	0.1381401294
655	0.1378592237
656	0.1376648968
657	0.1372949491
658	0.1370858996
659	0.1366886379
660	0.1364181729
661	0.1360968778
662	0.1358949517
663	0.1356145979
664	0.1355104125
665	0.1354390114
666	0.1352815846
667	0.1350895073
668	0.1348696352
669	0.1347246685
670	0.1345697738
671	0.134375323
672	0.1341057814
673	0.1339562258
674	0.1337599755
675	0.1336387621
676	0.1334596085
677	0.1331242984
678	0.1327920853
679	0.1325729779
680	0.1323320281
681	0.1322362845
682	0.1320666227
683	0.1318801247
684	0.1315523769
685	0.1312986622
686	0.1310969931
687	0.1308765004
688	0.1306615791
689	0.1305294241
690	0.1303556829
691	0.1301395533
692	0.1299448807
693	0.1297926346
694	0.1295810916
695	0.1293728497
696	0.1291995123
697	0.129113832
698	0.128852683
699	0.1287633709
700	0.1285281285
701	0.1284093583
702	0.1281624699
703	0.1278985027
704	0.1277385403
705	0.1275339358
706	0.1273559756
707	0.1272502186
708	0.1270114759
709	0.1267666211
710	0.126594166
711	0.1265082808
712	0.1261983909
713	0.125983082
714	0.1258625414
715	0.1256290045
716	0.1254533207
717	0.1253033985
718	0.1251210116
719	0.1249459156
720	0.1247075928
721	0.1244978007
722	0.1241589392
723	0.1240012834
724	0.1237302826
725	0.1235438096
726	0.1232243731
727	0.1230905905
728	0.1229025372
729	0.1228033026
730	0.1226869744
731	0.1225496148
732	0.1223675171
733	0.1222516772
734	0.1219676936
735	0.1217617644
736	0.1215339173
737	0.1213233923
738	0.1211351567
739	0.1210514518
740	0.1208682096
741	0.1207621322
742	0.1205599002
743	0.1204353618
744	0.1202091248
745	0.119969139
746	0.1198039636
747	0.1196384637
748	0.119490336
749	0.1193526342
750	0.1192371692
751	0.1190918813
752	0.1189250038
753	0.1187625655
754	0.1185873362
755	0.1183563727
756	0.118194728
757	0.1181014864
758	0.1179326162
759	0.1177431223
760	0.1174771197
761	0.1173706084
762	0.1171770059
763	0.1169390535
764	0.116775423
765	0.116642522
766	0.1164530811
767	0.1163713897
768	0.1161969049
769	0.1160016005
770	0.1158576275
771	0.1156359394
772	0.1155293882
773	0.1154399408
774	0.11533344
775	0.1151691418
776	0.1150822544
777	0.1149021085
778	0.1147471936
779	0.1146433583
780	0.1143937702
781	0.1141496566
782	0.1139518245
783	0.1137327166
784	0.1135894784
785	0.1134484871
786	0.113325411
787	0.1131623245
788	0.1130660731
789	0.1128141183
790	0.1127017347
791	0.1124214011
792	0.1122710936
793	0.1121294761
794	0.1118965181
795	0.1117256156
796	0.111578037
797	0.1114428331
798	0.1113239437
799	0.1111835361
800	0.1109734524
801	0.1108472049
802	0.1107487589
803	0.1106110805
804	0.1104066579
805	0.1102702915
806	0.1101901585
807	0.1100054523
808	0.1098594413
809	0.1097436805
810	0.1095611806
811	0.1094358863
812	0.1092888136
813	0.1092203571
814	0.1090113012
815	0.1088016859
816	0.1086664845
817	0.1085337788
818	0.1083349263
819	0.1082248497
820	0.1081049419
821	0.1079412326
822	0.1077886379
823	0.1075764903
824	0.1073384094
825	0.1071920913
826	0.1070521732
827	0.106959413
828	0.1068511951
829	0.1067309466
830	0.1065794299
831	0.1064575763
832	0.106388264
833	0.1062410288
834	0.1059908494
835	0.1058373176
836	0.1056915508
837	0.1055919625
838	0.1055000983
839	0.1053526387
840	0.1052338228
841	0.1050538793
842	0.1049579613
843	0.1048256835
844	0.1045886231
845	0.1044108059
846	0.1042537522
847	0.1040846724
848	0.1039022394
849	0.103793747
850	0.1036989639
851	0.1035477491
852	0.1034296759
853	0.1032818482
854	0.1031139008
855	0.1029700013
856	0.1028410606
857	0.1026886183
858	0.1025708334
859	0.1024697869
860	0.1022470429
861	0.1021688582
862	0.1020073878
863	0.1018010511
864	0.1016948175
865	0.1015547725
866	0.1014375943
867	0.1013773326
868	0.1012813573
869	0.1012329491
870	0.1010838543
871	0.1010043737
872	0.1008360769
873	0.1006527333
874	0.1005706087
875	0.1005037992
876	0.1003972019
877	0.1002870243
878	0.1001869051
879	0.1000446313
880	0.09987184077
881	0.09973231521
882	0.0996317918
883	0.099497611
884	0.09943430292
885	0.09930711732
886	0.09921880398
887	0.09915146437
888	0.09907128752
889	0.09887793577
890	0.09878250392
891	0.09865391875
892	0.09859722756
893	0.09850920983
894	0.0984088539
895	0.09826661695
896	0.09816640944
897	0.09806910026
898	0.09795865908
899	0.0978568289
900	0.09772367829
901	0.09747936928
902	0.09734395227
903	0.09723488478
904	0.0970713625
905	0.09694369364
906	0.09682806164
907	0.09668974118
908	0.09656399406
909	0.09637292888
910	0.09624688171
911	0.0962011719
912	0.09598725985
913	0.09591069014
914	0.09582357275
915	0.0956789955
916	0.09559296503
917	0.09545444651
918	0.09535142496
919	0.09521961612
920	0.09514168669
921	0.09501730466
922	0.0949108668
923	0.09473169687
924	0.0945273195
925	0.09444908025
926	0.09430356718
927	0.09415025938
928	0.09404751113
929	0.09395100026
930	0.09389601202
931	0.09376649502
932	0.09364624048
933	0.09353508163
934	0.09346311735
935	0.09329451953
936	0.09314326693
937	0.09305576849
938	0.09297160212
939	0.09287629585
940	0.09278392132
941	0.09272816573
942	0.09254388
943	0.09245972453
944	0.09233295492
945	0.09227367414
946	0.09221810457
947	0.09208045446
948	0.09196524182
949	0.09187318555
950	0.09176275698
951	0.09170411674
952	0.09167525432
953	0.09158484327
954	0.09150244655
955	0.09146967378
956	0.09126824392
957	0.09115005518
958	0.09110941367
959	0.09099309525
960	0.0908592124
961	0.09074197074
962	0.09063358631
963	0.09054661952
964	0.0904070953
965	0.09033482772
966	0.09024530152
967	0.09017822618
968	0.09009390456
969	0.09002485319
970	0.08992741062
971	0.08982158668
972	0.08966552998
973	0.08959452117
974	0.08945720796
975	0.08934881089
976	0.08931449281
977	0.08926813989
978	0.08916178944
979	0.08903742863
980	0.08888298227
981	0.08873396249
982	0.08863649026
983	0.08847149113
984	0.08841311543
985	0.08830987829
986	0.08818169307
987	0.08804640462
988	0.08792417735
989	0.0878523875
990	0.08768853807
991	0.08760458355
992	0.08751583727
993	0.08741458231
994	0.08734980171
995	0.087287389
996	0.08721466482
997	0.08708227049
998	0.08695787351
999	0.08683616585
